estimator,val
uw_dim,1.4128085695431492
ps_att,0.029712323568962296
ps_atc,-0.046870958871527965
ebal_att,-0.05452324155222381
ebal_atc,-0.3088504615269409
uw_dim,1.1650309177802507
ps_att,0.04343805085468072
ps_atc,0.06290921533728569
ebal_att,-0.04602912848973132
ebal_atc,0.048641890698410205
uw_dim,1.321817741255187
ps_att,0.14505994530172134
ps_atc,-0.04036519349823493
ebal_att,0.11881450663632812
ebal_atc,-0.08692631990683802
uw_dim,1.2678800385314997
ps_att,0.21042696758081217
ps_atc,0.11721309302336722
ebal_att,0.06662318989074534
ebal_atc,-0.010155834188928093
uw_dim,1.0820703676435406
ps_att,-0.22559640152048555
ps_atc,-0.21632477699354602
ebal_att,-0.13014905906152666
ebal_atc,-0.29875128566757425
uw_dim,1.2368455062348573
ps_att,-0.07050279354575606
ps_atc,0.4734786645779392
ebal_att,-0.09854093374544266
ebal_atc,-0.02012105463119872
uw_dim,1.3052372660733889
ps_att,0.02338252420067369
ps_atc,0.07636883849164525
ebal_att,0.0377731241558584
ebal_atc,0.08041231240188705
uw_dim,1.2155097305391445
ps_att,-0.18458895252482288
ps_atc,-0.5033675927367258
ebal_att,-0.05161324474713541
ebal_atc,-0.4772249336287939
uw_dim,1.1361004679970665
ps_att,0.17986712534396104
ps_atc,0.18629397282132942
ebal_att,0.09412372881256857
ebal_atc,0.13317536992776657
uw_dim,1.264513074434012
ps_att,-0.01290749377122933
ps_atc,0.07628620788280743
ebal_att,0.059524407286304225
ebal_atc,0.05186182526729065
uw_dim,1.199746897078546
ps_att,-0.1076404474786145
ps_atc,-0.08844040115957125
ebal_att,-0.020399602553620385
ebal_atc,-0.09012804988388706
uw_dim,1.2420125290637951
ps_att,0.03972527414303126
ps_atc,0.4399688023468785
ebal_att,0.06516568193860371
ebal_atc,0.2087668579063047
uw_dim,1.1248868894725945
ps_att,0.02614257143204597
ps_atc,0.01329881751200557
ebal_att,0.0017974281146990914
ebal_atc,-0.026485566661718203
uw_dim,1.1724758942687634
ps_att,-0.07924103835513689
ps_atc,0.34323658085635095
ebal_att,-0.008152484475053571
ebal_atc,0.13920615728425215
uw_dim,1.2278058906258689
ps_att,-8.494922843294478e-4
ps_atc,0.1864904260142455
ebal_att,-0.04123184191242531
ebal_atc,0.1921839413411274
uw_dim,1.116212234767619
ps_att,0.014226003908184535
ps_atc,-0.07811361432835327
ebal_att,-0.05363200961904995
ebal_atc,-0.2732768000373203
uw_dim,1.1628576900498107
ps_att,-0.17086795567716398
ps_atc,0.01503631551022275
ebal_att,-0.11931535725418939
ebal_atc,0.04091918368646416
uw_dim,1.4673424029729039
ps_att,-0.1380618432395889
ps_atc,0.26295185175344793
ebal_att,-3.507141254298725e-4
ebal_atc,0.15139990337086096
uw_dim,1.151976814993659
ps_att,0.04581243384475414
ps_atc,-0.020508251515864974
ebal_att,0.025279136609479967
ebal_atc,-0.040932182253578205
uw_dim,1.078494184785301
ps_att,0.012148393482569962
ps_atc,-0.1042602937881214
ebal_att,-0.016496069201162113
ebal_atc,-0.14480610627214197
uw_dim,1.2275364667799573
ps_att,0.03655914794034912
ps_atc,-0.19979919760177792
ebal_att,0.003837396254042065
ebal_atc,-0.1008450518811647
uw_dim,1.3400749476359883
ps_att,0.160371696605329
ps_atc,0.24818882774644127
ebal_att,0.13783475406695272
ebal_atc,0.17352101644397208
uw_dim,1.3190558590733437
ps_att,0.13858851340945694
ps_atc,0.16630885418993258
ebal_att,0.06017745504429526
ebal_atc,0.11660670363410583
uw_dim,1.2633986035656675
ps_att,0.0946411927875181
ps_atc,0.1040963527874602
ebal_att,0.09756530748582726
ebal_atc,0.1735006657950745
uw_dim,1.2327833733108218
ps_att,0.010998147051761114
ps_atc,-0.023326692819882554
ebal_att,0.026728158725739394
ebal_atc,-0.0676105232006049
uw_dim,1.144241071914768
ps_att,0.010428723193675575
ps_atc,0.3545123157846726
ebal_att,-0.05541334848238628
ebal_atc,0.14811843300432087
uw_dim,1.2165901702004072
ps_att,-0.010550935917914074
ps_atc,0.15312613680634593
ebal_att,-0.029967712498233223
ebal_atc,0.14424093931670215
uw_dim,1.2418905320791864
ps_att,-9.733212430094998e-4
ps_atc,0.22952389681897348
ebal_att,0.030390198052779108
ebal_atc,0.04082084074095848
uw_dim,1.3567180791439986
ps_att,0.05559224261050101
ps_atc,0.03318427525604371
ebal_att,-0.025081910643271463
ebal_atc,-0.018261768408426245
uw_dim,1.4898586348758602
ps_att,0.27330573594530366
ps_atc,0.09914121707603238
ebal_att,0.20387966597643187
ebal_atc,0.02127450503436741
uw_dim,1.108160923427272
ps_att,-0.07322765878433714
ps_atc,-0.01273355569431069
ebal_att,-0.056316622978298134
ebal_atc,-0.03626862584624974
uw_dim,1.1555476617416167
ps_att,0.07382319241077609
ps_atc,0.10852437104410831
ebal_att,0.049362906910567717
ebal_atc,0.05001874164729746
uw_dim,1.212686011457769
ps_att,0.1750635223781377
ps_atc,-3.606090354139319e-4
ebal_att,0.026824590918365088
ebal_atc,-0.055578438240386434
uw_dim,1.2538146180347087
ps_att,-0.03221504396355161
ps_atc,-0.1733851505405098
ebal_att,0.020657399425859816
ebal_atc,-0.12341370913056467
uw_dim,1.0279724820786795
ps_att,-0.0711930956323578
ps_atc,0.008401034088527024
ebal_att,-0.012571425167777523
ebal_atc,0.04473330864407575
uw_dim,1.2486692304564824
ps_att,0.22764938161231107
ps_atc,-0.04753607405412012
ebal_att,0.125893627455114
ebal_atc,-0.029406077568878655
uw_dim,1.2209320516530984
ps_att,0.06248376152457591
ps_atc,0.2611604849960714
ebal_att,0.07914988910059606
ebal_atc,0.23034247150180262
uw_dim,1.245771897839499
ps_att,-0.035474098374948575
ps_atc,-0.004960772158126793
ebal_att,0.050754497636482925
ebal_atc,0.00498709146800549
uw_dim,1.325711314394761
ps_att,0.08655706448729991
ps_atc,0.2524641411075493
ebal_att,-0.02371057467619896
ebal_atc,0.1917196615920715
uw_dim,1.1507087055781988
ps_att,0.07405982168623916
ps_atc,0.1558203635416491
ebal_att,-0.05595992640191357
ebal_atc,-0.011041981217678992
uw_dim,1.1121936011693334
ps_att,-0.010821039603593837
ps_atc,-0.15283199424794422
ebal_att,-0.028943252696897417
ebal_atc,-0.16013620071710058
uw_dim,1.1194799098785868
ps_att,0.03612969839975207
ps_atc,0.026553709918200316
ebal_att,-0.030973858896036606
ebal_atc,0.07612186732598217
uw_dim,1.1249520667620347
ps_att,0.021077485211048214
ps_atc,0.06089348005707923
ebal_att,-0.07424940259423395
ebal_atc,-0.1178017804236161
uw_dim,1.366400977308795
ps_att,-0.0031761422875672407
ps_atc,-0.2631593467643589
ebal_att,5.669016700042906e-4
ebal_atc,-0.29853969801191144
uw_dim,1.3329700542217635
ps_att,0.240199191340844
ps_atc,0.3688572819370361
ebal_att,0.0736165778629092
ebal_atc,0.2869846113331569
uw_dim,1.24668600218061
ps_att,0.01024092883572593
ps_atc,-0.03583618683124771
ebal_att,0.04142422858914789
ebal_atc,-0.033202729834200015
uw_dim,1.3255599078025353
ps_att,0.061065204709655464
ps_atc,0.28118906148744743
ebal_att,0.03389337726529102
ebal_atc,0.09108333293426772
uw_dim,1.2360080640154572
ps_att,0.17024702725750257
ps_atc,0.02152560111317123
ebal_att,0.07775947111823865
ebal_atc,-0.030355709519780366
uw_dim,1.1854974036588632
ps_att,-0.1912709996223685
ps_atc,-0.023619144082792375
ebal_att,-0.11316603380156205
ebal_atc,-0.25932791203761907
uw_dim,1.1943959276411358
ps_att,-0.046047070198787086
ps_atc,0.1762517016635279
ebal_att,-0.02982952214080067
ebal_atc,-0.03955265686855878
uw_dim,1.1002291562683024
ps_att,0.001630502782188965
ps_atc,-0.014957664952503036
ebal_att,-0.014260349870652049
ebal_atc,-0.056667001924499805
uw_dim,1.1250804519285849
ps_att,-0.042639580229154976
ps_atc,0.08722312925974654
ebal_att,-0.11317345646803739
ebal_atc,-0.1056202542109551
uw_dim,1.0730193803311474
ps_att,0.10130258411750291
ps_atc,-0.04021577177178423
ebal_att,-0.043261546793624234
ebal_atc,-0.113437517438826
uw_dim,1.3210470380176758
ps_att,-0.05998924571622382
ps_atc,-0.18731839183519897
ebal_att,-0.07318081804131508
ebal_atc,-0.2004414919822262
uw_dim,1.2143380575453981
ps_att,0.3130218009425308
ps_atc,-0.06397464297662626
ebal_att,0.13665427086435777
ebal_atc,-0.11967266552711461
uw_dim,1.3133425605903168
ps_att,-0.05733067478856008
ps_atc,0.2805052052602762
ebal_att,0.06553322144823519
ebal_atc,0.03385952298577485
uw_dim,1.1712975000676165
ps_att,0.07237191555809044
ps_atc,0.211978107975402
ebal_att,0.03786690816496664
ebal_atc,0.1776532292740366
uw_dim,1.2128453897984484
ps_att,0.016117785861977804
ps_atc,-0.207831622973913
ebal_att,-0.08845583722907895
ebal_atc,0.0015351216298337832
uw_dim,1.4847826648421611
ps_att,0.10744087262348075
ps_atc,0.2657104350265246
ebal_att,0.15021376738713355
ebal_atc,0.09060484979259999
uw_dim,1.3496797961651594
ps_att,0.12824735225537856
ps_atc,0.10384587301785597
ebal_att,0.16169873455493905
ebal_atc,0.019796104280612892
uw_dim,1.0408831305621509
ps_att,-0.09750537511268761
ps_atc,-0.02364302469476242
ebal_att,-0.0848009542061602
ebal_atc,-0.005995610410655219
uw_dim,1.1472634418830452
ps_att,0.10504889298731168
ps_atc,-0.0733557237204923
ebal_att,0.05799639335529278
ebal_atc,0.05832404288771114
uw_dim,1.1812470799955477
ps_att,0.021877849137914032
ps_atc,0.25904117874719856
ebal_att,-0.010966234625404053
ebal_atc,0.14859283474876772
uw_dim,1.2200242920305717
ps_att,-0.1133958123971008
ps_atc,-0.16487595107830305
ebal_att,-0.10077262994094217
ebal_atc,-0.22822161827444726
uw_dim,1.3671533115161962
ps_att,0.06190236710769482
ps_atc,0.2599985217027283
ebal_att,0.04070691137529832
ebal_atc,0.0026481733409066334
uw_dim,1.1810986631156568
ps_att,-0.08096831463723866
ps_atc,-0.2027357896389186
ebal_att,-0.09145270214337549
ebal_atc,-0.17921715443307779
uw_dim,1.358061242437541
ps_att,-0.08900865061611725
ps_atc,0.08700083267921288
ebal_att,0.019335463512740642
ebal_atc,0.06550970469663489
uw_dim,1.376949942170362
ps_att,0.07137738645258047
ps_atc,0.3270080157644877
ebal_att,0.1661427822283824
ebal_atc,0.1372451012813575
uw_dim,1.2158700010418444
ps_att,-0.03575290956857559
ps_atc,-0.16435678051463914
ebal_att,-0.01035381962754995
ebal_atc,-0.14365612681741044
uw_dim,1.265968454557944
ps_att,0.0793671798555617
ps_atc,0.15310495617402567
ebal_att,-0.00936357101944622
ebal_atc,0.08807517262374674
uw_dim,1.2211091491767159
ps_att,0.07246504597709573
ps_atc,0.018587902225117213
ebal_att,-0.004387506402976971
ebal_atc,0.017262459186231444
uw_dim,1.1859684954262721
ps_att,-0.08450892271223799
ps_atc,0.17595038740620636
ebal_att,-0.04804864578674337
ebal_atc,0.058232082436184475
uw_dim,1.224167894444968
ps_att,0.17155736042092384
ps_atc,-0.10243307741798814
ebal_att,0.13503862945226933
ebal_atc,-0.08566655972513113
uw_dim,1.3814952177684519
ps_att,0.01687967959645089
ps_atc,0.21780478725551555
ebal_att,0.04305099679223791
ebal_atc,0.08389556488416182
uw_dim,1.2254446403459296
ps_att,-0.07053088327007488
ps_atc,0.11976034896371018
ebal_att,-0.01950086893825713
ebal_atc,0.08920000920206436
uw_dim,1.0164262750477335
ps_att,-0.04120547960027277
ps_atc,0.03355654091421918
ebal_att,-0.04115985424912797
ebal_atc,-0.05450128653406951
uw_dim,1.2260333575977564
ps_att,-0.030841106766765675
ps_atc,-0.1396252772065453
ebal_att,-0.058764641716055666
ebal_atc,0.061477700984779185
uw_dim,1.4489700276053135
ps_att,0.02034575944734821
ps_atc,0.1306340725057117
ebal_att,-0.08423500965476181
ebal_atc,0.06566179799705339
uw_dim,1.2391423168527487
ps_att,0.0404147101537716
ps_atc,0.04937991665032043
ebal_att,0.030969909550764986
ebal_atc,-0.14738305300896468
uw_dim,1.1483874307668398
ps_att,0.05771826078534881
ps_atc,0.08949253996317372
ebal_att,-0.05559295902790361
ebal_atc,-0.012349051309777866
uw_dim,1.3107857654694983
ps_att,0.026932280850205312
ps_atc,-0.050858340406734155
ebal_att,0.044579207151543884
ebal_atc,0.0042034316293154085
uw_dim,1.0969317413601327
ps_att,0.23065706922349194
ps_atc,0.33381862766696757
ebal_att,0.1188800733137937
ebal_atc,0.28665405534407956
uw_dim,1.190751516688287
ps_att,0.016913555173109607
ps_atc,0.06296337256739463
ebal_att,-0.07128784516464774
ebal_atc,0.16069966896729299
uw_dim,1.4003634474411524
ps_att,0.08329687327722474
ps_atc,0.024603281742342227
ebal_att,0.007321682081775791
ebal_atc,-0.010344342764257148
uw_dim,1.4637602176833544
ps_att,0.05029383054005335
ps_atc,0.14314305722752868
ebal_att,0.0690753840082381
ebal_atc,-0.07564525676962901
uw_dim,1.38532341393499
ps_att,0.1835191568650698
ps_atc,0.032593374208364875
ebal_att,0.20414467607434245
ebal_atc,0.1364495673389476
uw_dim,1.248885545990094
ps_att,0.16530761807443536
ps_atc,0.06006341205460894
ebal_att,0.09529654725911992
ebal_atc,-0.020705172504983545
uw_dim,1.2662557678006043
ps_att,0.030099746081924807
ps_atc,-0.058369934208839916
ebal_att,0.05737587750267903
ebal_atc,-0.08064702254911645
uw_dim,1.1560150600343946
ps_att,0.18359236062558118
ps_atc,0.1675228572472265
ebal_att,0.10964385217897395
ebal_atc,0.03122422022922182
uw_dim,1.301944411531232
ps_att,0.037035614686724304
ps_atc,0.10632902561455154
ebal_att,0.03228874036957648
ebal_atc,-0.032714745158900244
uw_dim,1.3904189100303002
ps_att,0.02525523197976679
ps_atc,0.5844959052068825
ebal_att,0.15796866176765761
ebal_atc,0.2635266493525469
uw_dim,1.1150432079862176
ps_att,-0.006408625222088406
ps_atc,-0.08716862219678832
ebal_att,-0.06342277599920866
ebal_atc,-0.16447712344713555
uw_dim,1.2224126110129867
ps_att,-0.10583388248977661
ps_atc,0.1785360136045753
ebal_att,-0.05080315323111297
ebal_atc,0.201478291950406
uw_dim,1.1808703993726724
ps_att,0.03667279271645802
ps_atc,0.04250339913644151
ebal_att,-0.028664167133463134
ebal_atc,-0.026450987881901745
uw_dim,1.2169983551929222
ps_att,0.17633574110673247
ps_atc,0.2346342160163984
ebal_att,0.11616857819887862
ebal_atc,0.0831211757003455
uw_dim,1.1233443311438125
ps_att,-0.07504771817369706
ps_atc,-0.2523442732491308
ebal_att,0.007611296121448014
ebal_atc,-0.17577904621643053
uw_dim,1.3148539030305284
ps_att,0.16720667463279576
ps_atc,0.32106917253913053
ebal_att,0.06613434871281257
ebal_atc,0.26210142382284285
uw_dim,1.1725064033125592
ps_att,-0.10147641713023126
ps_atc,0.19265787073213142
ebal_att,-0.027774221522447618
ebal_atc,-0.034328191364122795
uw_dim,1.0976125835642216
ps_att,-0.09323080493415903
ps_atc,0.0164693840387801
ebal_att,-0.06289046434373924
ebal_atc,0.07552854739581222
uw_dim,1.2598425919784861
ps_att,0.16800741255054372
ps_atc,0.22880885513387308
ebal_att,0.09508290009563898
ebal_atc,0.12896389132235225
uw_dim,1.2111191761817464
ps_att,0.25506570243052346
ps_atc,-0.04282678726508512
ebal_att,0.15032574845377752
ebal_atc,0.03131028342483893
